Iteracion,led_x,led_y,Diferencia,Data,Simuladas
75,2,5,6425300819.2268095,8433770265.178412,3332675800.0
75,2,6,8669272419.535606,11276598451.37594,4272914400.0
75,2,7,8681766705.737501,11682544661.32534,5134308000.0
75,2,8,7596881208.604873,9293744349.226927,2453193700.0
75,2,9,7085758299.414258,8917860443.958853,2864159700.0
75,2,10,6984230425.389806,8988917348.09337,3332870400.0
75,3,1,2657061208.9692554,2662111397.2950034,5051550.0
75,3,2,2527932009.4393454,2531894828.4574986,4059034.8
75,3,3,2301258335.683979,2303502093.3394847,2244575.0
75,3,4,1740517821.7300198,1742379172.2394671,1890368.5
75,3,5,1621057850.8079302,1622726195.523456,1685672.9
75,3,6,1639770721.7356029,1643310856.257977,3551299.8
75,3,7,1654129589.907101,1656229425.7720997,2113691.2
75,3,8,1880259100.7247694,1882194247.3107564,1937348.2
75,3,9,2122772815.8783627,2125178767.7281563,2405951.8
75,3,10,2357348116.7239857,2360901699.3197794,3554146.8
75,3,11,2746484750.807858,2752347281.5061994,5978405.0
75,3,12,2635312013.925403,2639878016.9118094,4569321.5
75,3,13,2348524021.2472243,2354985158.158999,6607668.0
75,3,14,1742399099.9408123,1748200968.1788473,6029941.0
75,3,15,1552723950.708413,1555070646.1163015,2359344.2
75,3,16,1633281321.1138928,1638276406.3421552,5039025.0
75,3,17,1594867476.5990052,1596726434.1510956,1858957.8
75,3,18,1872061762.2928965,1874102176.821584,2040731.6
75,3,19,2087021439.7435653,2089468412.582207,2456010.0
75,3,20,2336993520.653642,2340574089.2498794,3581891.8
80,1,1,28937421511.73147,1451541848603.4019,1436842200000.0
80,2,1,8239909675.846138,10176026587.078632,2810639600.0
80,2,2,7453076712.383887,9547824793.353415,3107016000.0
80,2,3,7211340838.239098,8413401993.768299,1537102800.0
80,2,4,6878755211.693625,8372318909.940894,2003328000.0
80,2,5,6528879060.270471,8433770265.178412,2676493800.0
80,2,6,8774074669.676907,11276598451.37594,3529701600.0
80,2,7,8717769095.491074,11682544661.32534,4344008700.0
80,2,8,7683512105.259934,9293744349.226927,2164741000.0
80,2,9,7215557417.0083,8917860443.958853,2337271000.0
80,2,10,7103600881.426314,8988917348.09337,2695117600.0
80,3,1,2655569671.7459,2662111397.2950034,6545731.5
80,3,2,2526788448.1669745,2531894828.4574986,5260627.0
