Iteracion,led_x,led_y,Diferencia,Data,Simuladas
3,6,8,348143530.31050557,348145706.20703024,2175.8953
3,6,10,338246886.3650662,338251870.5292859,4984.165
3,6,12,375176680.84003663,375187169.0638688,10488.241
3,6,14,370867515.6328521,371214082.6229665,358336.9
3,6,16,396353603.9376506,398242377.464428,2411378.0
3,6,18,350891504.19961077,351200355.55267185,308851.4
3,6,20,338095913.1009413,338105389.98365825,9476.893
3,6,22,311201527.70202434,311206594.2534992,5066.552
3,6,24,283022274.4952045,283024489.391471,2214.8945
3,6,26,290645689.4221157,290647312.9827024,1623.561
3,8,6,424765018.04132265,424767194.3137637,2176.2751
3,8,8,444222541.4101739,444225323.2262891,2781.817
3,8,10,471267857.8184571,471273577.36910665,5719.542
3,8,12,560782071.5894791,560794541.7579709,12470.157
3,8,14,538032577.9061868,538354947.7955059,342213.1
3,8,16,575862002.8093175,579109190.0684261,3398237.5
3,8,18,465686087.7302631,466072883.3407086,388561.38
3,8,20,444137249.4508157,444149821.0047073,12571.559
3,8,22,408740386.8195357,408746484.5068406,6097.6934
3,8,24,418740057.8185872,418742900.9812238,2843.1636
3,8,26,415329863.0687838,415332068.9269318,2205.8608
3,10,6,535926967.7328624,535932077.44686884,5127.5767
3,10,8,626154338.0311377,626160316.2480139,5978.217
3,10,10,855723249.8485136,855734335.8549255,11086.013
3,10,12,952457476.1437277,952479218.1233642,21742.0
3,10,14,983814148.625427,984210019.8567272,395871.2
3,10,16,1036702854.889104,1043104296.9386994,6640106.5
3,10,18,750076453.9380814,750581347.9158521,504978.9
3,10,20,692982033.4519072,693005185.6255932,23152.156
3,10,22,718793338.569344,718805163.9316635,11825.377
3,10,24,671280037.1831928,671286152.953694,6115.771
3,10,26,580722013.5966215,580727112.3110319,5098.7065
3,12,6,740975285.2007747,740986636.2101434,11351.026
3,12,8,908047858.7904354,908061280.5105826,13421.724
3,12,10,1214825769.59387,1214847676.8822675,21907.314
3,12,12,1533399053.506801,1533459711.2593768,60657.797
3,12,14,1988499765.8517594,1990389751.3108914,1896842.6
3,12,16,2415406841.3245454,2433414771.240269,18223224.0
3,12,18,1804570134.6835694,1806176252.9835434,1606120.2
3,12,20,1502198113.0899312,1502248050.8705063,49937.766
3,12,22,1233217264.3744469,1233241683.8680649,24419.514
3,12,24,925996811.324314,926009927.1645377,13115.84
3,12,26,739103140.1195377,739113364.1011336,10223.979
3,14,6,923511510.9516939,923987060.240725,509638.3
3,14,8,1110781651.2533498,1111323594.9013598,542398.94
3,14,10,1412517180.6513085,1413060628.598468,543447.9
3,14,12,2460384980.306209,2462786805.308541,2401824.2
3,14,14,5289647490.801136,5314983572.47767,26528118.0
3,14,16,10864566442.724548,11749118358.77177,987978300.0
3,14,18,6460849927.889796,6502966080.668471,43166644.0
3,14,20,2896500995.1626415,2898953127.194635,2452975.5
3,14,22,1652480818.575205,1653080683.9100797,600780.2
3,14,24,1114718862.7550707,1115196348.3129127,481451.3
3,14,26,814968095.1330426,815366817.7359037,398722.1
3,16,6,933956719.5854268,940749325.5523566,6793013.0
3,16,8,1190950297.0466871,1200093820.6539075,9151556.0
3,16,10,1718606630.4130087,1734134354.615302,16269584.0
3,16,12,3463573012.0078473,3507628736.975707,44156652.0
3,16,14,12004061514.2302,13100967782.162106,1316491500.0
3,16,16,196056644362.6162,1699631967460.2434,1690701400000.0
3,16,18,13917374379.399187,15521329784.945288,1934444800.0
3,16,20,3387476465.253174,3429991399.001617,45800180.0
3,16,22,1937994236.9528162,1955398704.5841215,17534602.0
3,16,24,1393999381.1381967,1403334523.0531025,9343148.0
3,16,26,1161486384.014033,1168378937.6402776,6893888.0
3,18,6,788297885.8643132,788621387.8219367,323501.88
3,18,8,1080710539.2542922,1081067076.5421336,356537.56
3,18,10,1620873817.5955508,1621306392.5869634,440429.22
3,18,12,2815511556.26698,2817323931.1350107,1818176.1
3,18,14,5822319066.987681,5843086146.017466,20972216.0
3,18,16,10302620933.90638,10895157955.378313,679906050.0
3,18,18,5337564295.037896,5363096884.440509,25831010.0
3,18,20,2472281265.4019594,2473831068.354368,1717158.4
3,18,22,1360770382.5324569,1361201054.732271,443236.84
3,18,24,1091734784.1708047,1092118093.6355898,411701.06
3,18,26,901303796.5681304,901683747.7805996,427356.44
3,20,6,675927314.3824576,675936935.2527974,9620.863
3,20,8,898418415.460255,898430536.2603201,12120.816
3,20,10,1258757145.526271,1258779684.009439,22538.453
3,20,12,1414764358.1813965,1414811400.8491688,47042.652
3,20,14,1833384192.8745477,1834691153.493847,1311295.1
3,20,16,2317807807.7845187,2335139796.8656483,17478960.0
3,20,18,2014967068.2263365,2017062767.094726,2224694.0
3,20,20,1463955351.461871,1464015909.6231291,60558.1
3,20,22,1213098875.342384,1213121361.183201,22485.816
3,20,24,844335689.4543903,844348660.1829301,12970.716
3,20,26,714846321.4660357,714857093.9977893,10772.524
3,22,6,530091291.85805064,530096214.59295416,4922.731
3,22,8,640753169.4344012,640758894.7043425,5725.2656
3,22,10,672785656.3775523,672795829.5869992,10173.211
3,22,12,653657703.5858848,653678890.3175666,21186.727
3,22,14,776480382.6561613,776875718.2905138,395373.56
3,22,16,959686824.2126323,965772806.1894858,6191124.5
3,22,18,1009711301.1746247,1010169385.4357854,477070.2
3,22,20,923055984.6706554,923077657.8742522,21673.176
